spkid,full_name,pdes,orbit_id,pha,min_orbit_intersection_dist,epoch,eccentricity,semi_major_axis,perihelion_dist,inclination,mean_anomaly,time_of_perihelion_passage,abs_magnitude
20019764,19764_2000_NF5,19764,JPL 387,0,86.4,2461000.5,0.4447,2.233,1.24,1.33,224.5,2461459.09,16.11
20020086,20086_1994_LW,20086,JPL 89,0,115.0,2461000.5,0.6287,3.168,1.176,21.69,186.31,2461994.41,16.68
20020236,20236_1998_BZ7,20236,JPL 53,1,19.3,2461000.5,0.561,2.033,0.893,6.51,178.73,2460474.74,17.7
20020255,20255_1998_FX2,20255,JPL 48,0,39.1,2461000.5,0.492,2.151,1.093,9.96,269.82,2461289.21,18.45
20020425,20425_1998_VD35,20425,JPL 31,1,1.63,2461000.5,0.4766,1.565,0.819,6.99,234.13,2461250.45,20.51
20020429,20429_1998_YN1,20429,JPL 145,0,22.2,2461000.5,0.4641,1.556,0.834,6.3,245.55,2461225.87,17.73
20020460,20460_Robwhiteley_1999_LO28,20460,JPL 391,0,128.0,2461000.5,0.4118,1.877,1.104,33.95,136.82,2460643.61,15.41
20020790,20790_2000_SE45,20790,JPL 167,0,93.2,2461000.5,0.5562,2.753,1.222,8.3,166.47,2460228.91,16.64
20020826,20826_2000_UV13,20826,JPL 497,0,36.2,2461000.5,0.6365,2.418,0.879,31.93,198.24,2461617.42,13.85
20021088,21088_Chelyabinsk_1992_BL2,21088,JPL 893,0,119.0,2461000.5,0.2387,1.706,1.299,38.46,205.19,2461350.61,14.36
20021277,21277_1996_TO5,21277,JPL 238,0,122.0,2461000.5,0.5204,2.378,1.141,20.95,314.31,2461170.5,16.18
20021374,21374_1997_WS22,21374,JPL 397,0,41.9,2461000.5,0.1207,1.269,1.116,23.98,4.83,2460993.5,17.45
20022099,22099_2000_EX106,22099,JPL 298,0,65.5,2461000.5,0.2763,1.104,0.799,9.85,299.82,2461071.37,18.09
20022753,22753_1998_WT,22753,JPL 327,1,13.1,2461000.5,0.57,1.219,0.524,3.21,98.3,2460866.31,17.67
20022771,22771_1999_CU3,22771,JPL 493,0,24.8,2461000.5,0.5242,1.576,0.75,11.4,96.21,2460807.39,16.96
20023183,23183_2000_OY21,23183,JPL 299,0,99.7,2461000.5,0.4009,1.824,1.093,40.98,39.12,2460902.7,16.06
20023187,23187_2000_PN9,23187,JPL 440,1,5.82,2461000.5,0.5894,1.847,0.758,51.34,324.54,2461090.81,16.05
20023548,23548_1994_EF2,23548,JPL 79,0,93.3,2461000.5,0.5179,2.289,1.104,23.44,66.97,2460765.13,17.28
20023606,23606_1996_AS1,23606,JPL 142,0,39.5,2461000.5,0.3609,1.751,1.119,14.36,160.53,2460623.24,18.39
20023714,23714_1998_EC3,23714,JPL 195,0,30.7,2461000.5,0.5165,2.128,1.029,8.44,291.1,2461217.56,16.85
20024443,24443_2000_OG,24443,JPL 135,0,58.5,2461000.5,0.8224,2.31,0.41,25.74,59.64,2460788.02,16.42
20024445,24445_2000_PM8,24445,JPL 497,0,31.9,2461000.5,0.5458,2.211,1.004,23.77,239.33,2461403.02,14.71
20024475,24475_2000_VN2,24475,JPL 331,0,58.8,2461000.5,0.4417,1.975,1.103,14.63,355.86,2461012.17,16.41
20024761,24761_Ahau_1993_BW2,24761,JPL 223,0,39.0,2461000.5,0.3058,1.335,0.927,21.92,141.64,2460778.9,17.37
20025143,25143_Itokawa_1998_SF36,25143,JPL 237,1,5.17,2461000.5,0.2802,1.324,0.953,1.62,41.26,2460936.71,19.26
20025330,25330_1999_KV4,25330,JPL 511,0,67.4,2461000.5,0.3709,1.541,0.969,14.33,335.29,2461048.44,16.74
20025916,25916_2001_CP44,25916,JPL 701,0,106.0,2461000.5,0.4998,2.558,1.279,15.76,282.57,2461321.86,13.77
20026166,26166_1995_QN3,26166,JPL 131,0,105.0,2461000.5,0.6445,3.302,1.174,14.79,37.23,2460773.79,16.79
20026310,26310_1998_TX6,26310,JPL 80,0,60.2,2461000.5,0.4695,2.139,1.135,5.38,269.97,2461286.2,19.28
20026379,26379_1999_HZ1,26379,JPL 26,0,50.9,2461000.5,0.5763,1.606,0.68,8.68,73.55,2460848.6,18.2
20026663,26663_2000_XK47,26663,JPL 172,1,13.7,2461000.5,0.4718,1.546,0.817,13.53,313.91,2461090.39,18.16
20026760,26760_2001_KP41,26760,JPL 335,0,101.0,2461000.5,0.557,2.854,1.264,11.01,10.99,2460946.76,15.5
20026817,26817_1987_QB,26817,JPL 38,0,49.3,2461000.5,0.5937,2.806,1.14,3.5,60.88,2460710.25,19.49
20027002,27002_1998_DV9,27002,JPL 109,1,0.907,2461000.5,0.4335,1.744,0.988,8.7,14.84,2460965.82,18.31
20027031,27031_1998_RO4,27031,JPL 189,0,89.9,2461000.5,0.4263,2.138,1.227,5.36,268.64,2461290.34,17.89
20027346,27346_2000_DN8,27346,JPL 324,0,172.0,2461000.5,0.399,1.875,1.127,36.95,88.67,2460769.53,15.88
20029075,29075_1950_DA,29075,JPL 281,1,15.5,2461000.5,0.5075,1.699,0.837,12.15,41.32,2460907.68,17.28
20030825,30825_1990_TG1,30825,JPL 641,0,27.2,2461000.5,0.6809,2.436,0.777,8.74,144.18,2460444.22,14.72
20030997,30997_1995_UO5,30997,JPL 75,0,157.0,2461000.5,0.6431,1.56,0.557,36.25,48.64,2460904.35,17.27
20031210,31210_1998_BX7,31210,JPL 273,0,139.0,2461000.5,0.502,2.606,1.298,8.96,251.12,2461465.37,16.4
20031221,31221_1998_BP26,31221,JPL 231,0,113.0,2461000.5,0.257,1.723,1.28,20.22,99.23,2460772.75,17.23
20031345,31345_1998_PG,31345,JPL 216,0,90.9,2461000.5,0.3914,2.015,1.226,6.5,168.69,2460510.9,17.61
20031346,31346_1998_PB1,31346,JPL 238,0,55.3,2461000.5,0.4295,2.032,1.159,5.97,164.43,2460517.37,17.16
20031662,31662_1999_HP11,31662,JPL 27,0,48.5,2461000.5,0.5479,1.598,0.722,18.82,354.16,2461012.46,19.54
20031669,31669_1999_JT6,31669,JPL 221,1,0.388,2461000.5,0.5778,2.137,0.902,9.54,223.53,2461433.09,16.09
20032906,32906_1994_RH,32906,JPL 337,0,176.0,2461000.5,0.4404,2.247,1.257,18.94,59.71,2460796.44,16.04
20033342,33342_1998_WT24,33342,JPL 216,1,4.07,2461000.5,0.4177,0.7187,0.419,7.37,314.57,2461028.59,18.02
20034613,34613_2000_UR13,34613,JPL 361,0,110.0,2461000.5,0.3858,2.071,1.272,6.18,272.48,2461265.09,16.1
20035107,35107_1991_VH,35107,JPL 729,1,10.5,2461000.5,0.1437,1.137,0.973,13.92,65.64,2460919.81,16.87
20035396,35396_1997_XF11,35396,JPL 413,1,0.129,2461000.5,0.4838,1.442,0.745,4.1,139.72,2460754.93,17.01
20035432,35432_1998_BG9,35432,JPL 63,0,59.1,2461000.5,0.5457,2.501,1.136,13.15,359.13,2461004.0,19.39
20035670,35670_1998_SU27,35670,JPL 25,0,28.4,2461000.5,0.5964,2.122,0.857,7.14,257.89,2461320.82,19.57
20036017,36017_1999_ND43,36017,JPL 136,0,30.4,2461000.5,0.3142,1.523,1.045,5.55,320.33,2461076.18,19.29
20036183,36183_1999_TX16,36183,JPL 339,0,52.5,2461000.5,0.3323,1.551,1.036,38.22,212.53,2461289.6,16.3
20036236,36236_1999_VV,36236,JPL 350,0,89.8,2461000.5,0.4239,1.332,0.768,58.04,96.82,2460849.41,15.95
20036284,36284_2000_DM8,36284,JPL 446,0,105.0,2461000.5,0.5539,1.484,0.662,46.78,346.39,2461025.47,15.04
20037336,37336_2001_RM,37336,JPL 277,0,137.0,2461000.5,0.4831,2.254,1.165,36.67,66.06,2460773.71,15.78
20037638,37638_1993_VB,37638,JPL 104,1,0.47,2461000.5,0.52,1.913,0.918,5.08,25.57,2460931.87,19.28
20037655,37655_Illapa_1994_PM,37655,JPL 127,1,9.6,2461000.5,0.7524,1.478,0.366,18.03,114.45,2460791.9,17.85
20038071,38071_1999_GU3,38071,JPL 57,1,12.3,2461000.5,0.507,2.09,1.031,12.73,292.66,2461207.01,19.57
20038086,38086_Beowulf_1999_JB,38086,JPL 210,0,150.0,2461000.5,0.5662,1.42,0.616,23.67,189.78,2461292.74,17.35
20038091,38091_1999_JT3,38091,JPL 208,0,119.0,2461000.5,0.4011,2.17,1.299,9.33,69.97,2460773.65,16.3
20038239,38239_1999_OR3,38239,JPL 39,0,21.3,2461000.5,0.5757,2.036,0.864,9.4,44.78,2460868.55,18.33
20039557,39557_Gielgud_1992_JG,39557,JPL 80,0,116.0,2461000.5,0.4262,2.264,1.299,5.55,268.05,2461318.25,17.03
20039565,39565_1992_SL,39565,JPL 111,0,35.7,2461000.5,0.3342,1.642,1.093,8.6,283.43,2461163.95,18.46
20039572,39572_1993_DQ1,39572,JPL 185,1,10.2,2461000.5,0.4928,2.036,1.033,10.03,341.52,2461054.98,16.56
20039796,39796_1997_TD,39796,JPL 411,0,73.1,2461000.5,0.4683,2.251,1.197,12.93,126.83,2460565.83,15.68
20040263,40263_1999_FQ5,40263,JPL 222,0,99.8,2461000.5,0.161,1.495,1.254,25.84,7.53,2460986.54,17.75
20040267,40267_1999_GJ4,40267,JPL 647,0,60.8,2461000.5,0.8084,1.339,0.257,34.48,291.0,2461108.95,15.54
20040329,40329_1999_ML,40329,JPL 125,0,87.6,2461000.5,0.455,2.265,1.234,2.52,255.87,2461360.6,17.71
20041429,41429_2000_GE2,41429,JPL 99,1,4.33,2461000.5,0.5556,1.593,0.708,2.17,238.87,2461247.54,20.66
20041440,41440_2000_HZ23,41440,JPL 39,0,91.5,2461000.5,0.2114,1.576,1.242,15.11,304.44,2461111.98,19.88
20042286,42286_2001_TN41,42286,JPL 291,0,43.4,2461000.5,0.3915,1.419,0.864,24.08,341.8,2461031.73,16.63
20048603,48603_1995_BC2,48603,JPL 126,0,53.3,2461000.5,0.4297,1.918,1.094,5.02,251.28,2461293.52,17.82
20052340,52340_1992_SY,52340,JPL 187,0,38.6,2461000.5,0.5479,2.211,1.0,8.08,338.82,2461071.17,18.09
20052381,52381_1993_HA,52381,JPL 119,0,65.5,2461000.5,0.1441,1.278,1.094,7.73,312.06,2461070.79,20.05
20052387,52387_Huitzilopochtli_1993_OM7,52387,JPL 196,0,23.5,2461000.5,0.1897,1.282,1.039,24.15,255.97,2461153.72,17.75
20052689,52689_1998_FF2,52689,JPL 59,0,81.9,2461000.5,0.2926,1.562,1.105,10.98,5.33,2460989.95,19.13
20052750,52750_1998_KK17,52750,JPL 292,0,63.3,2461000.5,0.5249,1.427,0.678,11.17,98.23,2460830.63,16.67
20052760,52760_1998_ML14,52760,JPL 159,1,6.6,2461000.5,0.6236,2.409,0.907,2.43,92.55,2460649.51,17.52
20052761,52761_1998_MN14,52761,JPL 96,0,74.6,2461000.5,0.2243,1.555,1.206,19.49,64.77,2460873.12,17.96
20052762,52762_1998_MT24,52762,JPL 234,0,53.4,2461000.5,0.6532,2.416,0.838,33.87,134.2,2460489.27,14.81
20052768,52768_1998_OR2,52768,JPL 381,1,2.27,2461000.5,0.5757,2.379,1.01,5.88,188.66,2461638.53,16.02
20053110,53110_1999_AR7,53110,JPL 265,0,159.0,2461000.5,0.2146,1.644,1.292,40.63,222.42,2461294.87,16.72
20053319,53319_1999_JM8,53319,JPL 276,1,10.2,2461000.5,0.6415,2.724,0.976,13.84,316.53,2461198.8,15.35
20053409,53409_1999_LU7,53409,JPL 35,0,33.9,2461000.5,0.6281,2.101,0.781,10.88,214.18,2461450.96,18.73
20053426,53426_1999_SL5,53426,JPL 242,1,11.0,2461000.5,0.5397,1.922,0.885,22.77,315.76,2461120.13,17.19
20053429,53429_1999_TF5,53429,JPL 48,0,19.6,2461000.5,0.6411,2.022,0.726,26.78,58.72,2460829.22,18.94
20053430,53430_1999_TY16,53430,JPL 188,0,113.0,2461000.5,0.4032,2.099,1.253,60.41,219.87,2461432.87,16.66
20053435,53435_Leonard_1999_VM40,53435,JPL 497,0,79.9,2461000.5,0.4831,2.311,1.195,15.35,161.59,2460424.53,14.73
20053550,53550_2000_BF19,53550,JPL 130,1,18.2,2461000.5,0.4197,1.495,0.868,7.18,282.74,2461143.81,19.06
20053789,53789_2000_ED104,53789,JPL 240,1,18.6,2461000.5,0.2692,1.371,1.002,40.78,122.59,2460800.93,17.35
20054071,54071_2000_GQ146,54071,JPL 237,0,48.3,2461000.5,0.1974,1.329,1.067,23.44,290.17,2461109.07,17.43
20054401,54401_2000_LM,54401,JPL 215,0,138.0,2461000.5,0.2623,1.711,1.262,18.95,113.22,2460743.43,17.23
20054509,54509_YORP_2000_PH5,54509,JPL 88,0,0.193,2461000.5,0.23,1.006,0.775,1.6,130.16,2460867.28,22.66
20054660,54660_2000_UJ1,54660,JPL 124,0,34.0,2461000.5,0.2806,1.477,1.062,46.69,347.01,2461024.15,17.92
20054686,54686_2001_DU8,54686,JPL 253,0,169.0,2461000.5,0.3418,1.777,1.17,33.21,213.83,2461351.75,16.61
20054690,54690_2001_EB,54690,JPL 118,0,160.0,2461000.5,0.2565,1.63,1.212,35.36,344.61,2461032.98,17.5
20054789,54789_2001_MZ7,54789,JPL 859,0,114.0,2461000.5,0.2874,1.776,1.266,24.47,231.99,2461307.9,15.08
20055408,55408_2001_TC2,55408,JPL 124,0,57.4,2461000.5,0.2246,1.1,0.853,30.39,188.25,2461201.51,18.87
20055532,55532_2001_WG2,55532,JPL 219,0,132.0,2461000.5,0.6952,1.795,0.547,38.54,298.34,2461150.92,16.13
20065674,65674_1988_SM,65674,JPL 113,0,51.5,2461000.5,0.3439,1.665,1.092,10.95,128.2,2460721.06,18.27
20065679,65679_1989_UQ,65679,JPL 193,1,5.44,2461000.5,0.2645,0.9148,0.673,1.3,286.53,2461065.73,19.62
20065690,65690_1991_DG,65690,JPL 179,1,14.9,2461000.5,0.3633,1.428,0.909,11.14,83.37,2460856.19,19.06
20065706,65706_1992_NA,65706,JPL 147,0,24.5,2461000.5,0.5552,2.398,1.067,9.63,343.28,2461063.5,16.57
20065717,65717_1993_BX3,65717,JPL 169,1,18.4,2461000.5,0.281,1.395,1.003,2.81,343.77,2461027.63,20.87
20065733,65733_1993_PC,65733,JPL 227,0,25.7,2461000.5,0.4744,1.154,0.607,4.14,193.85,2461209.57,18.37
20065803,65803_Didymos_1996_GT,65803,JPL 219,1,15.4,2461000.5,0.3832,1.643,1.013,3.41,167.22,2460643.33,18.11
20065909,65909_1998_FH12,65909,JPL 138,1,5.05,2461000.5,0.5397,1.091,0.502,3.56,182.86,2461205.33,19.31
20065996,65996_1998_MX5,65996,JPL 239,0,76.1,2461000.5,0.6061,2.931,1.155,9.56,162.29,2460174.12,18.49
20066008,66008_1998_QH2,66008,JPL 369,0,30.2,2461000.5,0.3627,1.426,0.909,61.01,141.74,2460755.57,15.93
20066063,66063_1998_RO1,66063,JPL 126,0,35.9,2461000.5,0.72,0.991,0.277,22.69,106.32,2460894.09,18.15
20066146,66146_1998_TU3,66146,JPL 450,0,28.7,2461000.5,0.4837,0.7875,0.407,5.42,74.77,2460947.48,14.36
20066251,66251_1999_GJ2,66251,JPL 598,0,96.2,2461000.5,0.1981,1.536,1.231,11.28,232.35,2461246.94,17.0
20066253,66253_1999_GT3,66253,JPL 87,0,75.7,2461000.5,0.8378,1.334,0.216,19.5,139.26,2460782.8,18.4
20066272,66272_1999_JW6,66272,JPL 202,0,159.0,2461000.5,0.1433,1.508,1.291,51.31,196.33,2461307.86,17.22
20066391,66391_Moshup_1999_KW4,66391,JPL 367,1,4.61,2461000.5,0.6884,0.6424,0.2,38.88,342.6,2461009.59,16.64
20066400,66400_1999_LT7,66400,JPL 152,0,22.9,2461000.5,0.5725,0.8554,0.366,9.06,25.62,2460979.94,19.27
20066407,66407_1999_LQ28,66407,JPL 147,0,37.2,2461000.5,0.1201,1.199,1.055,21.77,268.04,2461122.94,18.84
20066959,66959_1999_XO35,66959,JPL 107,0,107.0,2461000.5,0.5654,2.538,1.103,20.62,169.65,2460304.39,16.94
20067367,67367_2000_LY27,67367,JPL 159,1,18.1,2461000.5,0.2126,1.309,1.03,9.02,152.34,2460769.15,17.08
20067381,67381_2000_OL8,67381,JPL 74,1,7.13,2461000.5,0.5429,1.321,0.604,10.67,297.85,2461096.2,19.8
20067399,67399_2000_PJ6,67399,JPL 100,0,20.2,2461000.5,0.3461,1.301,0.851,14.69,111.88,2460832.0,18.41
20068031,68031_2000_YK29,68031,JPL 246,0,89.1,2461000.5,0.1285,1.376,1.2,15.17,99.97,2460836.69,18.13
20068063,68063_2000_YJ66,68063,JPL 439,0,106.0,2461000.5,0.4577,2.334,1.266,5.72,58.75,2460787.92,15.57
20068216,68216_2001_CV26,68216,JPL 557,1,9.42,2461000.5,0.3267,1.32,0.889,17.99,201.77,2461243.95,16.57
20068267,68267_2001_EA16,68267,JPL 155,0,22.9,2461000.5,0.4273,1.51,0.865,38.82,15.8,2460970.77,16.99
20068278,68278_2001_FC7,68278,JPL 337,0,102.0,2461000.5,0.1143,1.436,1.272,2.62,337.19,2461040.33,18.47
20068346,68346_2001_KZ66,68346,JPL 255,1,15.0,2461000.5,0.4165,1.507,0.88,16.7,346.82,2461025.26,16.92
20068347,68347_2001_KB67,68347,JPL 81,1,6.1,2461000.5,0.3799,0.9617,0.596,17.13,50.46,2460952.21,19.92
20068348,68348_2001_LO7,68348,JPL 325,0,150.0,2461000.5,0.8409,2.155,0.343,25.36,177.38,2460431.01,14.27
20068350,68350_2001_MK3,68350,JPL 620,0,117.0,2461000.5,0.2475,1.67,1.256,29.57,311.25,2461107.2,16.13
20068359,68359_2001_OZ13,68359,JPL 340,0,108.0,2461000.5,0.1742,1.517,1.253,9.86,183.79,2461334.64,18.07
20068372,68372_2001_PM9,68372,JPL 113,1,2.03,2461000.5,0.4156,1.618,0.946,8.11,349.45,2461022.54,18.95
20068548,68548_2001_XR31,68548,JPL 261,1,10.3,2461000.5,0.4367,1.707,0.962,22.71,3.28,2460993.08,16.56
20068950,68950_2002_QF15,68950,JPL 524,1,1.86,2461000.5,0.3443,1.057,0.693,25.15,57.35,2460937.27,16.39
20069230,69230_Hermes_1937_UB,69230,JPL 201,1,1.91,2461000.5,0.6239,1.655,0.622,6.07,104.56,2460774.63,17.68
20085182,85182_1991_AQ,85182,JPL 164,1,6.22,2461000.5,0.7776,2.22,0.494,3.12,178.5,2460401.39,17.13
20085184,85184_1991_JG1,85184,JPL 165,0,56.3,2461000.5,0.1845,1.374,1.121,33.88,185.25,2461286.06,18.41
20085236,85236_1993_KH,85236,JPL 172,1,0.249,2461000.5,0.3111,1.234,0.85,12.81,180.29,2461250.38,18.75
20085275,85275_1994_LY,85275,JPL 468,0,24.8,2461000.5,0.4419,1.891,1.055,17.71,359.57,2461001.64,16.49
20085490,85490_1997_SE5,85490,JPL 137,0,107.0,2461000.5,0.6599,3.765,1.28,2.58,329.71,2461224.98,14.8
20085585,85585_Mjolnir_1998_FG2,85585,JPL 32,1,8.21,2461000.5,0.3563,1.298,0.835,4.08,304.23,2461084.14,21.64
20085628,85628_1998_KV2,85628,JPL 784,0,55.7,2461000.5,0.3316,1.592,1.064,13.03,338.19,2461044.97,17.28
20085640,85640_1998_OX4,85640,JPL 64,1,0.276,2461000.5,0.4857,1.58,0.813,4.52,213.71,2461295.38,21.14
20085709,85709_1998_SG36,85709,JPL 866,0,47.6,2461000.5,0.3376,1.646,1.09,24.83,88.68,2460810.49,15.92
20085713,85713_1998_SS49,85713,JPL 288,1,1.96,2461000.5,0.6388,1.923,0.695,10.79,27.39,2460926.37,15.77
20085770,85770_1998_UP1,85770,JPL 105,0,32.5,2461000.5,0.3452,0.9976,0.653,33.18,152.7,2460846.11,20.72
20085774,85774_1998_UT18,85774,JPL 195,1,13.9,2461000.5,0.3289,1.403,0.941,13.59,55.93,2460906.22,19.09
20085804,85804_1998_WQ5,85804,JPL 651,0,144.0,2461000.5,0.3544,1.721,1.111,27.66,245.9,2461261.9,15.35
20085818,85818_1998_XM4,85818,JPL 315,0,42.1,2461000.5,0.416,1.657,0.967,62.72,131.4,2460716.24,15.42
20085839,85839_1998_YO4,85839,JPL 454,0,93.0,2461000.5,0.2481,1.653,1.243,9.32,97.04,2460791.16,16.58
20085867,85867_1999_BY9,85867,JPL 192,0,109.0,2461000.5,0.3022,1.83,1.277,0.95,263.15,2461243.75,18.3
20085938,85938_1999_DJ4,85938,JPL 126,1,9.84,2461000.5,0.4845,1.852,0.955,9.14,198.35,2461414.03,18.73
20085953,85953_1999_FK21,85953,JPL 309,0,27.5,2461000.5,0.703,0.7389,0.219,12.6,258.98,2461065.6,18.09
20085989,85989_1999_JD6,85989,JPL 529,1,18.8,2461000.5,0.6329,0.8831,0.324,17.07,93.5,2460921.78,17.07
20085990,85990_1999_JV6,85990,JPL 258,1,12.2,2461000.5,0.3115,1.009,0.695,5.36,341.16,2461019.87,20.27
20086039,86039_1999_NC43,86039,JPL 335,1,9.74,2461000.5,0.5789,1.76,0.741,7.13,26.21,2460938.43,15.95
20086067,86067_1999_RM28,86067,JPL 294,0,142.0,2461000.5,0.3234,1.817,1.229,30.55,193.92,2461413.3,16.45
20086324,86324_1999_WA2,86324,JPL 322,0,133.0,2461000.5,0.4345,1.966,1.112,34.61,203.78,2461437.58,15.83
20086326,86326_1999_WK13,86326,JPL 210,0,109.0,2461000.5,0.3627,1.844,1.175,34.31,147.42,2460625.88,17.35
20086450,86450_2000_CK33,86450,JPL 303,0,48.7,2461000.5,0.4148,0.9681,0.567,18.11,129.97,2460874.89,18.44
20086666,86666_2000_FL10,86666,JPL 381,0,31.7,2461000.5,0.427,1.463,0.838,29.01,223.95,2461244.83,16.88
20086667,86667_2000_FO10,86667,JPL 364,0,51.8,2461000.5,0.5946,0.8594,0.348,14.29,229.06,2461106.34,17.54
20086819,86819_2000_GK137,86819,JPL 173,1,6.35,2461000.5,0.5059,1.996,0.986,10.06,352.36,2461022.37,17.48
20086829,86829_2000_GR146,86829,JPL 291,0,79.1,2461000.5,0.575,1.463,0.622,14.37,216.22,2461258.58,15.81
20086878,86878_2000_HD24,86878,JPL 164,0,40.0,2461000.5,0.6186,1.342,0.512,9.47,207.91,2461240.27,17.65
20087024,87024_2000_JS66,87024,JPL 307,0,37.1,2461000.5,0.1898,1.197,0.97,14.43,98.78,2460869.32,18.73
20087025,87025_2000_JT66,87025,JPL 88,0,137.0,2461000.5,0.4836,1.226,0.633,25.32,336.53,2461032.84,18.11
20087309,87309_2000_QP,87309,JPL 202,0,78.2,2461000.5,0.4632,0.8475,0.455,34.74,14.58,2460988.96,17.59
20087311,87311_2000_QJ1,87311,JPL 423,0,42.4,2461000.5,0.5121,1.59,0.776,7.7,329.27,2461063.02,16.51
20087684,87684_2000_SY2,87684,JPL 444,1,18.2,2461000.5,0.6427,0.8587,0.307,19.22,318.46,2461034.04,15.96
20088188,88188_2000_XH44,88188,JPL 532,0,90.4,2461000.5,0.3913,2.008,1.222,11.34,221.34,2461400.77,16.08
20088213,88213_2001_AF2,88213,JPL 91,0,67.0,2461000.5,0.5953,0.9539,0.386,17.81,17.42,2460984.03,19.48
20088254,88254_2001_FM129,88254,JPL 195,1,3.91,2461000.5,0.6295,1.182,0.438,1.52,113.21,2460852.83,17.77
20088263,88263_2001_KQ1,88263,JPL 432,0,146.0,2461000.5,0.4326,2.097,1.19,38.79,89.7,2460724.18,15.69
20088264,88264_2001_KN20,88264,JPL 269,0,65.4,2461000.5,0.4533,2.147,1.174,12.08,264.11,2461306.55,17.01
20088710,88710_2001_SL9,88710,JPL 350,0,77.4,2461000.5,0.2701,1.061,0.775,21.9,243.84,2461129.38,17.61
20088959,88959_2001_TZ44,88959,JPL 87,0,20.4,2461000.5,0.5636,1.723,0.752,53.83,192.32,2461385.42,17.45
20089136,89136_2001_US16,89136,JPL 204,1,11.0,2461000.5,0.2528,1.356,1.013,1.91,222.32,2461221.06,20.28
20089355,89355_2001_VS78,89355,JPL 558,0,173.0,2461000.5,0.3083,1.787,1.236,22.66,329.87,2461073.53,15.79
20089830,89830_2002_CE,89830,JPL 463,1,10.9,2461000.5,0.507,2.078,1.024,43.64,24.89,2460924.86,15.0
20089958,89958_2002_LY45,89958,JPL 182,1,0.0781,2461000.5,0.8864,1.642,0.187,9.9,13.48,2460971.73,17.22
20089959,89959_2002_NT7,89959,JPL 225,1,0.342,2461000.5,0.5284,1.735,0.818,42.36,19.05,2460956.32,16.55
20090075,90075_2002_VU94,90075,JPL 617,1,10.6,2461000.5,0.5742,2.138,0.91,8.86,254.07,2461336.4,15.38
20090147,90147_2002_YK14,90147,JPL 148,0,73.0,2461000.5,0.3315,1.474,0.986,28.0,300.9,2461107.85,18.31
20090367,90367_2003_LC5,90367,JPL 258,0,58.9,2461000.5,0.4262,1.156,0.663,16.88,289.53,2461089.32,17.92
20090373,90373_2003_SZ219,90373,JPL 112,0,124.0,2461000.5,0.2045,1.627,1.294,9.87,226.67,2461281.22,18.8
20090403,90403_2003_YE45,90403,JPL 281,1,14.7,2461000.5,0.28,1.234,0.889,19.01,268.53,2461127.79,17.78
20090416,90416_2003_YK118,90416,JPL 165,1,0.578,2461000.5,0.4922,1.695,0.861,7.83,295.82,2461144.21,18.86
20096189,96189_Pygmalion_1991_NT3,96189,JPL 315,0,129.0,2461000.5,0.307,1.821,1.262,14.0,35.23,2460912.68,16.48
20096315,96315_1997_AP10,96315,JPL 289,0,43.0,2461000.5,0.6436,1.443,0.514,6.65,78.29,2460862.84,17.04
20096536,96536_1998_SO10,96536,JPL 214,0,176.0,2461000.5,0.777,2.305,0.514,41.06,329.34,2461109.34,15.45
20096590,96590_1998_XB,96590,JPL 625,0,44.3,2461000.5,0.3512,0.9079,0.589,13.6,253.63,2461093.86,16.28
20096631,96631_1999_FP59,96631,JPL 210,0,95.6,2461000.5,0.2596,1.698,1.258,1.77,268.7,2461205.52,18.17
20096744,96744_1999_OW3,96744,JPL 403,0,141.0,2461000.5,0.7791,2.095,0.463,34.72,316.54,2461134.25,14.79
20097725,97725_2000_GB147,97725,JPL 80,0,110.0,2461000.5,0.3089,1.798,1.243,18.19,210.84,2461365.42,18.75
20098943,98943_Torifune_2001_CC21,98943,JPL 321,0,32.3,2461000.5,0.2192,1.032,0.806,4.81,140.74,2460850.76,18.7
20099248,99248_2001_KY66,99248,JPL 348,1,18.0,2461000.5,0.5077,1.866,0.919,10.61,154.35,2460601.19,16.54
20099799,99799_2002_LJ3,99799,JPL 237,0,46.9,2461000.5,0.2756,1.462,1.059,7.56,10.35,2460981.93,18.52
20099907,99907_1989_VA,99907,JPL 256,0,60.1,2461000.5,0.5947,0.7284,0.295,28.8,155.84,2460902.21,17.94
20099935,99935_2002_AV4,99935,JPL 497,0,65.3,2461000.5,0.645,1.654,0.587,12.77,176.32,2460619.97,16.15
20099942,99942_Apophis_2004_MN4,99942,JPL 220,1,0.14,2461000.5,0.1912,0.9224,0.746,3.34,312.81,2461042.92,19.09
20100004,100004_1983_VA,100004,JPL 185,0,67.8,2461000.5,0.7027,2.59,0.77,15.7,347.84,2461051.91,16.43
20100085,100085_1992_UY4,100085,JPL 115,1,9.67,2461000.5,0.6187,2.651,1.011,2.64,249.67,2461483.74,17.89
20100756,100756_1998_FM5,100756,JPL 297,0,36.2,2461000.5,0.5546,2.265,1.009,11.57,48.9,2460831.42,16.34
20100926,100926_1998_MQ,100926,JPL 282,0,50.3,2461000.5,0.4075,1.783,1.056,24.24,135.12,2460674.16,16.63
20101869,101869_1999_MM,101869,JPL 60,1,0.621,2461000.5,0.6107,1.624,0.632,4.77,243.18,2461245.85,19.48
20101873,101873_1999_NC5,101873,JPL 167,0,170.0,2461000.5,0.3931,2.029,1.232,45.79,315.94,2461129.73,16.39
