mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_knn__metric,param_knn__n_neighbors,param_knn__p,param_knn__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.020418882369995117,0.012737241605108389,0.11976847648620606,0.012675437025654036,manhattan,24,1,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 24, 'knn__p': 1, 'knn__weights': 'uniform'}",0.7766883116883117,0.7725058548009368,0.7788212334113973,0.7601959444064708,0.7686471149464571,0.7713716918507147,0.006593467855450003,32
0.025114059448242188,0.011408524453772047,0.14110856056213378,0.011913979086984845,minkowski,36,1,uniform,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 36, 'knn__p': 1, 'knn__weights': 'uniform'}",0.7977056277056277,0.7933184302036761,0.7980789156198993,0.7835205912508545,0.7880525176577808,0.7921352164875678,0.005632712187138877,14
0.02848539352416992,0.01064861458351003,0.06354098320007324,0.008246317552946582,minkowski,8,1,distance,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 8, 'knn__p': 1, 'knn__weights': 'distance'}",0.710584770420836,0.7019466326023703,0.6823106947697113,0.6991409632034631,0.6682070944406472,0.6924380310874055,0.015194394899628249,45
0.016298770904541016,0.003941579038452312,0.08553686141967773,0.040205553235019786,minkowski,13,1,distance,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 13, 'knn__p': 1, 'knn__weights': 'distance'}",0.7413813781846569,0.7340068128592718,0.7158029948193882,0.730894352358168,0.7158831026429712,0.7275937281728913,0.01018117096771769,39
0.025571155548095702,0.015964403482120835,0.11891160011291504,0.01021444582592704,minkowski,39,2,distance,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 39, 'knn__p': 2, 'knn__weights': 'distance'}",0.7990731672698886,0.785863317010858,0.7959463487332341,0.7855302318295739,0.7867595124174073,0.7906345154521923,0.005714194811033439,18
0.020548582077026367,0.009912400289294016,0.151931095123291,0.0287930828788564,manhattan,47,1,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 47, 'knn__p': 1, 'knn__weights': 'uniform'}",0.8079792065857639,0.7998321623731459,0.7969061812504434,0.7923106772613352,0.7964748519024835,0.7987006158746344,0.0052226043201626104,2
0.019167995452880858,0.0038455744966128954,0.12594008445739746,0.016103079300178257,minkowski,48,2,uniform,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 48, 'knn__p': 2, 'knn__weights': 'uniform'}",0.8029465616350862,0.7934319778582074,0.7977560144773259,0.791951825586694,0.7915933299156983,0.7955359418946024,0.0043049448498642786,6
0.01466684341430664,0.005394267082854966,0.046128368377685545,0.005340426735830874,euclidean,9,1,distance,"{'knn__metric': 'euclidean', 'knn__n_neighbors': 9, 'knn__p': 1, 'knn__weights': 'distance'}",0.7174544035199772,0.7077918529557874,0.6887027180469802,0.7005162052859422,0.6886819321029848,0.7006294223823344,0.011129977721366709,43
0.021616506576538085,0.004089895192668305,0.1061173439025879,0.007584153007841928,euclidean,42,2,uniform,"{'knn__metric': 'euclidean', 'knn__n_neighbors': 42, 'knn__p': 2, 'knn__weights': 'uniform'}",0.7995170676318217,0.7852547725498545,0.7967000212901852,0.7882134313055366,0.789745670995671,0.7918861927546137,0.0053563035865400715,16
0.015446329116821289,0.0058092839660847774,0.1456623077392578,0.012824631767917693,manhattan,46,1,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 46, 'knn__p': 1, 'knn__weights': 'distance'}",0.804998225817898,0.8001025477254986,0.7954027393371655,0.7927460697197539,0.7911137930052404,0.7968726751211113,0.005075646909282729,5
